puzzle_id,num_words,connection_type,connection_complexity,word_rarity,word_rarity_value,semantic_distance,word_list,timestamp,time_of_day,hints_used,num_players,completions,completion_rate,avg_solve_time,min_solve_time,max_solve_time,median_solve_time,std_solve_time,q1_solve_time,q3_solve_time,difficulty,attempt_count,time_before_first_attempt,hover_count,abandonment_rate,competitiveness_score,frustration_score,satisfaction_score,learning_value,engagement_score,replayability_score,avg_attempts_before_success
P0101,8,conceptual_relation,8,uncommon,6,9.26,"instruments, colors, clothing",2025-03-20 13:57:37.897247,13,1,60,39,65.0,129.97,66.11,201.24,129.08,26.9,112.67,150.8,hard,2,15.16,16,0.0,11.1,8.76,2.03,1.48,5.54,3.7,1.43
P0102,4,metaphorical_relation,9,uncommon,6,1.77,"clothing, furniture, vehicles",2025-03-19 17:57:37.898174,17,0,81,50,62.5,95.62,41.61,149.36,95.92,20.31,80.18,111.85,hard,5,6.73,12,0.0,12.55,9.1,2.28,7.21,7.14,8.32,2.51
P0103,10,anagrams,9,extremely_rare,12,8.23,"professions, foods, weather",2025-04-03 17:23:37.899270,17,0,77,38,50.0,178.79,85.28,257.64,177.51,37.65,153.4,208.49,hard,5,9.87,30,0.0,5.75,6.68,3.72,9.93,5.83,9.75,3.16
P0104,8,rhyming_words,7,very_common,1,4.69,"professions, foods, furniture",2025-03-25 04:06:37.900400,4,0,21,16,80.0,123.18,66.13,198.82,122.36,31.83,109.62,140.94,hard,1,7.83,23,0.0,8.27,1.03,10.81,2.98,7.92,9.39,1.0
P0105,3,ends_with,3,uncommon,6,9.77,"professions, emotions, vehicles",2025-04-09 06:08:37.900979,6,2,64,49,77.5,103.87,48.71,153.63,101.76,19.11,91.23,116.59,hard,2,14.95,5,0.0,7.58,5.04,5.14,5.76,6.52,7.78,1.3
P0106,6,rhyming_words,7,somewhat_common,4,3.21,"sports, countries, colors",2025-03-22 12:32:37.902037,12,2,70,50,72.5,78.78,36.74,135.36,80.79,19.99,64.47,92.79,medium,5,8.21,6,0.0,4.41,8.24,1.88,4.28,4.19,9.41,2.96
P0107,5,syllable_count,4,very_common,1,7.45,"fruits, countries, elements",2025-04-02 05:12:37.903082,5,2,24,21,87.5,92.83,48.24,124.32,97.4,18.0,81.7,104.35,hard,1,10.12,11,0.0,5.15,9.24,2.18,5.79,5.11,5.86,1.0
P0108,10,synonym_groups,5,somewhat_common,4,7.36,"clothing, weather, instruments",2025-04-08 23:42:37.903742,23,1,46,35,77.5,131.84,72.22,200.47,132.75,29.73,110.63,151.59,hard,1,14.39,20,0.0,6.09,2.63,7.43,4.5,6.51,3.12,1.0
P0109,4,rhyming_words,7,extremely_rare,12,7.37,"sports, weather, body_parts",2025-03-18 07:50:37.904572,7,3,32,16,52.5,106.6,62.15,155.6,99.04,23.36,89.62,123.45,hard,3,14.39,12,0.0,5.98,5.27,4.89,4.18,5.15,6.66,2.17
P0110,6,synonym_groups,5,extremely_rare,12,4.99,"sports, clothing, countries",2025-03-21 01:45:37.905281,1,1,50,28,57.5,122.72,69.93,218.45,116.78,29.65,100.19,140.54,hard,3,5.35,11,0.0,2.65,2.16,8.21,1.52,4.71,1.32,1.52
P0111,10,conceptual_relation,8,extremely_rare,12,8.37,"vehicles, foods, furniture",2025-03-16 12:51:37.906128,12,2,74,37,50.0,142.85,77.97,212.9,141.79,29.23,122.78,162.86,hard,2,16.09,12,0.0,2.54,1.83,8.75,9.5,6.29,4.19,1.51
P0112,9,synonym_groups,5,somewhat_common,4,8.63,"sports, instruments, furniture",2025-03-24 06:49:37.907263,6,1,72,55,77.5,142.58,79.94,203.28,145.02,27.87,122.82,163.28,hard,4,13.99,22,0.0,5.34,8.24,3.17,9.71,6.05,9.68,2.11
P0113,10,contains_substring,4,very_common,1,9.07,"emotions, sports, vehicles",2025-04-06 03:45:37.908370,3,1,70,61,87.5,132.02,61.01,204.59,129.19,29.36,113.95,153.06,hard,1,7.22,15,0.0,3.68,5.94,5.04,5.32,5.43,2.12,1.0
P0114,5,conceptual_relation,8,common,2,4.63,"clothing, furniture, emotions",2025-04-04 09:47:37.909396,9,2,41,30,75.0,78.2,26.29,104.98,78.65,16.47,71.44,90.6,medium,1,11.78,14,0.0,9.47,6.82,3.38,4.36,6.23,5.26,1.0
P0115,5,multiple_rules,10,very_common,1,7.34,"fruits, body_parts, foods",2025-04-01 18:11:37.910197,18,1,33,23,72.5,111.38,59.84,178.94,107.44,25.67,99.13,127.62,hard,2,17.22,6,0.0,4.03,7.79,3.64,5.44,4.84,9.26,1.81
P0116,7,homophones,6,uncommon,6,8.24,"fruits, countries, sports",2025-04-05 13:22:37.910887,13,2,88,61,70.0,109.52,49.56,169.29,106.23,23.96,94.17,121.92,hard,1,11.55,19,0.0,8.49,6.41,5.22,1.54,5.82,2.92,1.0
P0117,3,synonym_groups,5,extremely_rare,12,9.64,"weather, animals, foods",2025-03-27 14:39:37.912109,14,2,93,53,57.5,110.3,45.69,181.31,110.76,23.4,93.11,124.46,hard,2,8.92,9,0.0,6.33,9.11,1.67,6.6,4.87,7.09,1.44
P0118,5,rhyming_words,7,common,2,5.52,"countries, animals, weather",2025-03-12 03:18:37.913354,3,1,90,69,77.5,104.94,56.45,164.32,102.5,24.09,87.61,121.76,hard,1,9.63,8,0.0,3.28,4.58,6.27,9.51,6.32,5.2,1.0
P0119,8,anagrams,9,very_rare,10,5.83,"furniture, sports, animals",2025-03-27 20:34:37.914531,20,1,25,13,52.5,134.04,64.57,188.81,129.36,27.12,118.31,145.97,hard,3,19.17,20,0.0,5.14,6.09,4.64,7.84,5.55,8.14,2.51
P0120,6,ends_with,3,rare,8,1.49,"emotions, furniture, elements",2025-03-22 14:01:37.915194,14,1,45,32,72.5,72.61,36.27,110.02,73.22,17.27,61.76,83.56,medium,2,9.05,10,0.0,10.21,5.19,5.8,3.82,7.02,9.89,1.33
P0121,4,contains_substring,4,rare,8,4.3,"foods, body_parts, instruments",2025-03-29 18:43:37.915972,18,3,94,65,70.0,69.74,20.61,105.93,68.0,15.68,59.84,81.61,medium,2,15.55,9,0.0,5.75,6.02,4.62,7.83,6.08,8.86,1.25
P0122,6,multiple_rules,10,very_common,1,5.98,"weather, professions, furniture",2025-03-27 12:10:37.917322,12,1,50,36,72.5,101.99,30.04,147.37,100.46,23.53,89.0,118.21,hard,8,8.73,9,0.0,4.94,5.28,6.4,4.94,5.84,5.8,1.1
P0123,9,begins_with,2,very_rare,10,9.82,"emotions, countries, fruits",2025-03-25 22:59:37.918182,22,2,80,56,70.0,129.1,74.17,199.09,130.01,26.45,112.78,147.05,hard,2,11.85,19,0.0,4.56,3.91,6.44,4.11,5.52,6.83,1.35
P0124,6,contains_substring,4,common,2,7.84,"foods, professions, instruments",2025-03-20 16:21:37.919302,16,0,70,59,85.0,111.23,68.43,164.39,110.69,18.67,96.97,121.96,hard,2,15.2,12,0.0,8.49,2.97,8.3,2.78,7.29,9.0,1.49
P0125,5,anagrams,9,somewhat_common,4,7.66,"fruits, clothing, body_parts",2025-03-27 22:21:37.920290,22,3,100,67,67.5,97.03,47.58,167.12,96.33,23.56,81.55,112.56,hard,4,17.46,14,0.0,7.25,8.44,2.5,8.88,6.05,3.34,2.79
P0126,9,syllable_count,4,common,2,1.15,"weather, sports, professions",2025-04-09 03:30:37.921599,3,1,85,72,85.0,93.37,38.24,142.4,90.03,20.93,79.73,108.95,hard,3,10.91,13,0.0,10.26,6.76,4.7,2.82,6.75,8.82,2.44
P0127,10,contains_substring,4,uncommon,6,1.33,"foods, emotions, clothing",2025-04-09 18:26:37.922744,18,3,66,49,75.0,76.2,41.33,122.37,73.56,16.94,63.25,88.18,medium,3,6.02,19,0.0,6.13,3.42,8.11,4.57,6.68,7.3,1.39
P0128,5,anagrams,9,extremely_rare,12,9.24,"foods, countries, vehicles",2025-04-06 04:08:37.923758,4,2,85,42,50.0,144.45,74.46,239.23,143.01,32.37,128.15,166.81,hard,7,11.74,15,0.0,8.88,7.27,4.3,9.92,6.94,2.15,5.2
P0129,3,anagrams,9,somewhat_common,4,6.68,"countries, weather, body_parts",2025-03-26 05:17:37.924927,5,0,57,38,67.5,128.39,30.73,189.82,132.15,31.54,113.35,149.68,hard,6,7.62,9,0.0,12.07,11.52,1.0,1.81,5.63,7.67,4.24
P0130,8,homophones,6,extremely_rare,12,9.03,"vehicles, clothing, body_parts",2025-03-18 15:47:37.925815,15,1,81,44,55.0,148.25,55.79,233.49,146.05,35.78,120.26,174.11,hard,4,10.47,13,0.0,10.73,4.56,7.06,5.53,7.54,7.57,1.06
P0131,4,multiple_rules,10,uncommon,6,9.25,"weather, instruments, elements",2025-03-26 20:20:37.926914,20,3,44,26,60.0,111.92,68.04,174.29,110.04,24.36,97.45,129.9,hard,3,16.67,11,0.0,6.82,9.17,1.64,7.32,5.2,7.11,2.74
P0132,3,anagrams,9,very_common,1,3.34,"vehicles, emotions, body_parts",2025-03-24 00:17:37.927763,0,2,89,66,75.0,69.3,31.86,103.18,69.24,13.86,60.63,76.94,medium,7,18.53,7,0.0,7.98,3.61,7.89,11.96,8.65,1.86,3.17
P0133,10,homophones,6,common,2,1.85,"elements, animals, foods",2025-04-03 11:37:37.928988,11,0,34,27,80.0,97.93,61.47,141.59,92.94,21.48,81.54,113.84,hard,3,7.89,17,0.0,9.32,9.23,2.23,8.76,6.82,3.83,2.19
P0134,8,contains_substring,4,very_common,1,1.84,"sports, fruits, body_parts",2025-04-02 03:10:37.929706,3,2,66,57,87.5,80.23,43.38,133.78,78.69,17.76,66.13,92.92,hard,3,17.09,17,0.0,7.92,8.8,1.79,8.05,6.27,6.32,2.6
P0135,8,rhyming_words,7,common,2,3.0,"body_parts, furniture, animals",2025-03-28 21:50:37.930704,21,0,50,38,77.5,103.0,55.44,144.42,105.06,22.03,92.85,118.95,hard,2,13.74,10,0.0,12.08,2.98,8.21,7.86,9.21,9.08,1.34
P0136,3,syllable_count,4,uncommon,6,5.44,"animals, instruments, colors",2025-03-17 06:31:37.931564,6,2,73,54,75.0,90.83,48.7,135.21,92.21,19.62,75.85,105.75,hard,3,14.78,3,0.0,11.01,3.18,7.5,3.44,7.74,2.65,1.82
P0137,8,same_category,1,rare,8,9.09,"vehicles, foods, colors",2025-03-20 14:10:37.932638,14,3,80,62,77.5,97.9,59.43,160.33,97.04,20.04,84.77,110.35,hard,2,6.96,12,0.0,4.13,7.39,3.68,1.05,4.1,9.09,1.96
P0138,10,conceptual_relation,8,somewhat_common,4,2.61,"sports, countries, clothing",2025-03-27 13:06:37.933766,13,3,75,52,70.0,86.48,52.18,126.55,89.02,17.24,73.06,98.25,hard,4,12.23,11,0.0,6.02,5.83,5.41,10.92,7.01,8.04,2.59
P0139,10,conceptual_relation,8,rare,8,1.4,"clothing, foods, sports",2025-03-13 17:15:37.934917,17,1,89,53,60.0,108.91,64.22,161.49,109.25,19.88,95.88,121.86,hard,3,11.25,20,0.0,7.99,2.14,8.57,6.35,7.44,9.83,1.26
P0140,5,synonym_groups,5,rare,8,6.33,"colors, countries, furniture",2025-03-30 15:36:37.936120,15,0,53,35,67.5,113.36,74.88,173.18,113.71,20.41,101.49,121.55,hard,3,16.51,13,0.0,5.46,11.15,1.0,1.85,3.66,5.18,2.79
P0141,8,letter_pattern,5,very_common,1,2.28,"foods, colors, elements",2025-04-10 01:10:37.936944,1,3,86,73,85.0,79.78,35.65,114.79,80.39,16.2,68.75,90.79,medium,4,9.62,19,0.0,6.6,1.54,9.16,2.2,6.87,7.92,1.06
P0142,6,metaphorical_relation,9,very_rare,10,6.98,"professions, instruments, countries",2025-03-14 00:04:37.938188,0,0,77,40,52.5,156.93,85.29,212.39,156.87,31.54,136.86,181.48,hard,3,7.97,8,0.0,2.99,8.31,1.74,2.97,3.06,8.71,1.63
P0143,4,compound_words,7,somewhat_common,4,2.17,"instruments, fruits, professions",2025-04-08 17:56:37.939234,17,0,32,23,72.5,87.39,49.5,112.65,87.58,13.9,77.18,99.32,hard,1,13.62,7,0.0,5.02,8.86,1.18,1.1,3.53,8.16,1.0
P0144,7,begins_with,2,uncommon,6,2.27,"professions, instruments, countries",2025-04-09 02:45:37.939914,2,2,35,28,80.0,81.71,39.67,132.7,82.6,19.62,67.69,89.69,hard,2,12.79,17,0.0,11.09,4.81,6.51,4.19,7.72,9.57,1.8
P0145,5,homophones,6,very_common,1,8.03,"professions, sports, elements",2025-04-02 23:26:37.940641,23,3,65,53,82.5,89.2,54.84,148.09,86.6,20.76,76.07,101.47,hard,4,8.9,13,0.0,1.76,3.0,8.78,1.01,5.01,3.86,3.11
P0146,5,same_category,1,rare,8,2.81,"professions, fruits, sports",2025-03-24 14:19:37.941641,14,2,89,68,77.5,62.38,32.09,89.31,63.51,12.58,52.96,71.26,medium,2,7.79,12,0.0,4.85,4.42,5.67,5.87,5.88,1.28,1.65
P0147,4,anagrams,9,common,2,8.78,"emotions, vehicles, sports",2025-03-12 16:10:37.942826,16,0,22,15,72.5,129.57,72.59,181.71,132.96,26.78,114.33,148.18,hard,1,16.85,6,0.0,9.14,1.7,8.91,9.6,8.79,11.7,1.0
P0148,5,letter_pattern,5,uncommon,6,4.32,"fruits, vehicles, sports",2025-03-21 13:23:37.943440,13,2,36,26,72.5,79.01,49.01,109.94,80.2,14.09,70.26,87.63,medium,3,11.44,6,0.0,7.23,5.06,5.53,8.82,7.04,3.06,1.04
P0149,9,letter_pattern,5,uncommon,6,1.03,"vehicles, fruits, instruments",2025-04-07 17:51:37.944181,17,3,26,18,72.5,76.27,40.37,109.13,74.18,16.8,65.53,86.26,medium,3,12.81,19,0.0,10.6,12.34,1.0,1.19,5.17,6.25,2.54
P0150,6,anagrams,9,extremely_rare,12,9.47,"weather, sports, elements",2025-03-19 12:20:37.944831,12,1,20,10,50.0,144.98,85.1,202.51,140.53,29.18,130.86,168.61,hard,2,16.56,14,0.0,12.59,4.0,7.86,8.01,8.74,5.21,1.13
P0151,10,homophones,6,very_common,1,9.42,"weather, professions, elements",2025-03-21 13:17:37.945448,13,3,50,41,82.5,106.73,59.34,159.13,106.04,22.32,92.11,120.43,hard,3,6.51,25,0.0,6.38,2.17,7.86,2.52,6.43,5.95,1.91
P0152,9,antonym_groups,6,uncommon,6,2.61,"professions, colors, clothing",2025-03-24 00:23:37.946353,0,0,85,59,70.0,113.97,53.95,181.03,114.79,25.24,96.2,129.7,hard,1,17.95,26,0.0,4.69,4.1,6.8,7.55,6.36,4.79,1.0
P0153,9,conceptual_relation,8,somewhat_common,4,9.47,"elements, weather, countries",2025-04-10 23:27:37.947474,23,3,81,56,70.0,128.31,64.51,184.77,128.68,25.57,110.68,141.67,hard,3,19.79,25,0.0,10.08,3.74,8.11,3.92,7.64,6.03,2.44
P0154,9,ends_with,3,uncommon,6,7.13,"foods, emotions, body_parts",2025-04-01 01:56:37.948641,1,0,59,45,77.5,141.21,90.27,213.57,141.61,27.37,117.24,159.34,hard,2,9.49,14,0.0,6.85,9.22,2.25,3.17,4.92,9.71,1.03
P0155,4,anagrams,9,common,2,2.47,"countries, fruits, body_parts",2025-03-14 12:17:37.949544,12,3,27,19,72.5,61.02,46.61,84.28,59.3,9.73,54.38,67.83,medium,3,11.57,11,0.0,7.37,8.61,3.08,6.79,5.94,5.65,2.99
P0156,10,contains_substring,4,somewhat_common,4,7.6,"countries, body_parts, emotions",2025-03-14 08:39:37.950216,8,1,58,46,80.0,119.1,28.66,181.61,120.8,25.76,103.69,135.67,hard,2,8.97,16,0.0,3.15,5.68,5.93,4.18,5.16,8.98,1.49
P0157,9,begins_with,2,rare,8,1.17,"elements, professions, sports",2025-04-01 08:57:37.951158,8,0,56,42,75.0,93.56,61.6,154.77,89.97,17.44,81.17,104.27,hard,2,8.35,27,0.0,7.35,5.65,6.24,1.68,5.91,1.56,1.7
P0158,6,metaphorical_relation,9,common,2,9.37,"sports, foods, countries",2025-04-08 05:38:37.952051,5,1,52,37,72.5,140.4,85.28,200.97,139.57,27.87,118.69,161.05,hard,5,19.88,17,0.0,6.73,7.41,3.39,9.0,6.28,10.44,1.19
P0159,5,rhyming_words,7,common,2,3.77,"foods, instruments, animals",2025-04-07 11:28:37.952896,11,3,30,23,77.5,68.32,38.89,116.12,69.15,18.06,53.25,76.78,medium,2,12.21,13,0.0,9.98,4.39,7.03,2.49,7.15,9.93,1.63
P0160,7,ends_with,3,rare,8,6.49,"fruits, foods, animals",2025-04-08 19:53:37.953665,19,1,100,72,72.5,108.53,62.44,149.48,109.24,19.04,95.04,123.08,hard,2,11.7,10,0.0,4.83,6.79,3.56,5.81,5.13,6.97,1.48
P0161,3,metaphorical_relation,9,common,2,6.55,"furniture, instruments, fruits",2025-03-29 10:49:37.955090,10,0,53,38,72.5,103.04,53.55,163.29,101.6,22.64,85.47,117.73,hard,6,14.72,8,0.0,7.64,3.53,7.76,8.2,7.71,5.72,1.35
P0162,10,letter_pattern,5,very_common,1,1.61,"clothing, elements, instruments",2025-03-25 08:40:37.956037,8,2,82,69,85.0,75.05,33.6,120.6,73.64,17.23,64.24,85.65,medium,3,5.74,14,0.0,8.57,5.05,5.31,8.45,7.55,3.4,1.94
P0163,5,letter_pattern,5,uncommon,6,9.9,"body_parts, weather, emotions",2025-04-02 18:20:37.957434,18,2,36,26,72.5,110.61,52.07,162.06,110.53,22.8,100.92,124.79,hard,2,12.48,11,0.0,4.98,3.94,6.12,2.59,5.3,9.35,1.1
P0164,6,anagrams,9,rare,8,3.94,"weather, body_parts, vehicles",2025-04-03 05:30:37.958335,5,0,61,35,57.5,140.93,96.2,192.09,140.84,21.13,124.77,154.87,hard,1,9.48,9,0.0,5.71,9.46,1.0,6.58,4.48,4.85,1.0
P0165,6,metaphorical_relation,9,extremely_rare,12,8.74,"vehicles, countries, weather",2025-03-19 21:42:37.959322,21,2,79,39,50.0,134.17,72.08,196.76,137.14,28.83,109.85,154.31,hard,5,13.68,15,0.0,9.58,12.45,1.0,4.58,5.09,1.58,3.56
P0166,5,multiple_rules,10,very_rare,10,3.94,"emotions, colors, elements",2025-03-13 23:36:37.960795,23,2,83,41,50.0,119.38,61.13,173.19,118.6,20.79,108.24,129.06,hard,5,6.13,9,0.0,2.67,2.19,7.83,10.87,6.32,6.33,1.42
P0167,8,letter_pattern,5,extremely_rare,12,2.92,"fruits, clothing, emotions",2025-04-06 03:48:37.962390,3,1,33,18,57.5,127.02,88.53,185.46,116.69,25.45,106.52,148.7,hard,3,5.66,11,0.0,2.43,8.61,1.77,6.76,3.76,4.29,2.98
P0168,5,compound_words,7,common,2,2.43,"animals, weather, emotions",2025-04-02 11:56:37.963237,11,0,84,65,77.5,79.75,37.48,117.66,79.68,17.68,65.39,90.62,medium,1,13.35,10,0.0,8.4,5.6,5.37,10.65,7.81,5.1,1.0
P0169,9,contains_substring,4,somewhat_common,4,3.11,"elements, emotions, clothing",2025-03-30 05:59:37.964460,5,0,55,44,80.0,115.67,64.37,192.95,110.46,23.7,103.05,129.87,hard,1,16.58,19,0.0,12.38,5.03,6.19,5.41,8.25,4.72,1.0
P0170,3,begins_with,2,very_common,1,1.15,"professions, furniture, emotions",2025-03-12 20:52:37.965400,20,1,96,88,92.5,42.02,21.01,63.32,40.91,9.36,35.28,48.61,medium,2,9.38,3,0.0,5.28,7.55,4.32,2.36,5.2,1.19,1.3
P0171,4,synonym_groups,5,very_rare,10,6.32,"professions, animals, clothing",2025-03-17 15:28:37.966693,15,2,64,40,62.5,88.86,36.03,129.08,89.42,21.77,72.58,103.87,hard,3,10.58,4,0.0,9.14,7.36,3.3,7.42,6.46,9.12,2.8
P0172,9,homophones,6,common,2,8.05,"countries, elements, emotions",2025-04-03 15:27:37.967758,15,2,36,28,80.0,106.12,66.61,146.2,105.54,17.02,97.64,112.9,hard,1,6.39,25,0.0,8.58,6.83,4.4,9.38,7.37,8.12,1.0
P0173,5,homophones,6,common,2,6.75,"emotions, foods, countries",2025-04-07 00:34:37.968510,0,1,86,68,80.0,91.92,56.57,126.62,88.72,16.32,80.14,103.43,hard,2,16.43,15,0.0,2.2,5.7,5.05,5.65,4.9,9.31,1.58
P0174,9,same_category,1,very_rare,10,2.77,"vehicles, sports, fruits",2025-03-22 19:46:37.969671,19,2,39,28,72.5,81.57,43.4,118.44,79.7,16.91,69.6,90.85,hard,1,13.12,23,0.0,10.36,1.77,9.13,6.08,8.51,4.67,1.0
P0175,6,conceptual_relation,8,very_common,1,3.85,"emotions, countries, elements",2025-03-12 01:30:37.970461,1,0,75,58,77.5,116.98,46.66,175.2,117.35,22.17,105.0,130.96,hard,3,16.07,16,0.0,8.73,5.22,5.52,11.86,8.2,9.22,1.23
P0176,8,rhyming_words,7,rare,8,1.96,"furniture, colors, instruments",2025-03-27 19:58:37.971508,19,2,56,35,62.5,91.51,58.15,129.0,91.18,19.17,77.76,103.32,hard,5,18.9,11,0.0,9.0,9.78,1.57,4.12,5.24,6.53,4.08
P0177,9,synonym_groups,5,common,2,4.79,"furniture, professions, colors",2025-03-19 00:39:37.972443,0,3,60,49,82.5,82.32,33.08,114.87,85.12,15.85,73.55,90.98,hard,2,12.01,9,0.0,2.95,8.86,2.59,7.55,4.82,6.8,1.65
P0178,4,homophones,6,somewhat_common,4,7.71,"sports, colors, countries",2025-03-16 01:35:37.973405,1,2,54,40,75.0,103.95,34.38,157.13,104.34,26.61,85.3,121.43,hard,1,14.98,7,0.0,2.78,4.44,6.9,4.32,5.27,2.53,1.0
P0179,6,ends_with,3,very_rare,10,4.04,"instruments, weather, emotions",2025-04-09 17:32:37.974367,17,2,44,29,67.5,89.54,37.89,142.92,89.12,20.93,77.98,101.12,hard,1,11.35,6,0.0,5.9,1.88,8.66,1.43,6.01,2.3,1.0
P0180,6,antonym_groups,6,uncommon,6,3.05,"animals, professions, instruments",2025-03-15 12:25:37.975250,12,0,91,63,70.0,96.8,44.19,150.27,94.52,19.51,84.04,106.56,hard,2,11.79,12,0.0,7.37,4.17,6.93,1.34,5.96,7.65,1.15
P0181,3,multiple_rules,10,somewhat_common,4,6.5,"fruits, furniture, instruments",2025-03-18 19:36:37.976444,19,0,97,63,65.0,117.39,64.23,187.61,118.09,22.15,101.67,132.25,hard,5,10.86,6,0.0,6.07,7.0,3.98,8.96,6.11,4.11,1.58
P0182,10,rhyming_words,7,rare,8,4.54,"sports, furniture, animals",2025-04-02 09:35:37.977662,9,3,72,45,62.5,97.25,30.85,152.17,96.53,23.39,83.68,111.06,hard,4,11.62,24,0.0,3.59,4.82,5.32,7.69,5.46,1.32,1.09
P0183,10,contains_substring,4,rare,8,2.63,"foods, instruments, countries",2025-03-13 18:39:37.978764,18,0,92,64,70.0,121.75,48.01,166.02,123.48,22.54,105.57,139.38,hard,1,18.57,16,0.0,3.94,5.14,5.67,9.87,6.26,4.7,1.0
P0184,4,anagrams,9,extremely_rare,12,8.76,"weather, elements, countries",2025-03-15 07:18:37.979959,7,1,76,38,50.0,144.61,58.28,234.35,141.25,33.43,124.29,167.48,hard,1,18.4,6,0.0,8.35,1.41,10.21,11.92,8.95,7.29,1.0
P0185,3,ends_with,3,common,2,1.71,"animals, weather, emotions",2025-03-21 12:02:37.981130,12,1,69,60,87.5,45.97,22.68,77.91,44.9,11.53,38.69,53.91,medium,1,7.86,5,0.0,6.08,7.79,2.76,4.37,5.28,6.19,1.0
P0186,8,antonym_groups,6,very_common,1,7.78,"furniture, body_parts, emotions",2025-03-27 15:20:37.982162,15,2,61,50,82.5,95.93,37.41,142.4,96.44,20.78,82.39,108.65,hard,4,7.04,11,0.0,9.97,6.28,4.52,5.87,7.17,6.43,1.02
P0187,6,syllable_count,4,common,2,1.77,"instruments, emotions, foods",2025-04-05 12:51:37.983117,12,3,50,42,85.0,54.89,36.97,82.31,54.52,11.81,45.61,62.56,medium,2,5.26,17,0.0,3.74,7.38,3.88,8.95,5.77,10.53,1.99
P0188,9,ends_with,3,somewhat_common,4,2.81,"instruments, clothing, animals",2025-04-07 15:07:37.984014,15,1,81,66,82.5,81.6,44.9,130.27,81.94,17.25,71.37,91.44,hard,1,8.42,20,0.0,9.86,5.93,5.18,4.4,7.04,4.68,1.0
P0189,7,same_category,1,very_rare,10,9.37,"furniture, colors, emotions",2025-03-11 21:30:37.985119,21,3,57,41,72.5,99.96,36.43,161.8,96.68,23.82,87.84,113.32,hard,1,9.92,20,0.0,12.03,7.3,3.89,1.41,6.51,2.25,1.0
P0190,7,synonym_groups,5,very_common,1,9.4,"fruits, instruments, weather",2025-04-04 13:44:37.986043,13,1,55,46,85.0,111.46,50.73,178.39,111.21,24.55,93.3,123.37,hard,4,13.28,21,0.0,7.16,11.94,1.0,5.42,5.23,9.07,3.13
P0191,3,syllable_count,4,very_common,1,8.29,"sports, foods, emotions",2025-03-14 04:14:37.986921,4,2,91,79,87.5,91.92,45.19,134.47,91.39,18.04,77.92,100.7,hard,3,15.96,3,0.0,5.48,9.29,1.31,9.83,5.75,3.8,2.66
P0192,5,conceptual_relation,8,common,2,8.53,"body_parts, professions, colors",2025-03-19 04:08:37.988189,4,1,82,61,75.0,127.91,63.48,193.49,130.15,25.78,110.04,145.81,hard,3,18.54,6,0.0,2.92,7.71,3.15,8.63,5.05,9.62,1.49
P0193,4,homophones,6,very_common,1,1.31,"professions, weather, instruments",2025-03-22 15:22:37.989320,15,1,87,71,82.5,56.3,33.09,92.4,55.26,12.72,47.3,65.36,medium,1,5.61,4,0.0,6.51,3.66,7.58,1.98,6.28,1.96,1.0
P0194,4,ends_with,3,somewhat_common,4,3.63,"instruments, colors, emotions",2025-03-23 15:12:37.990523,15,2,63,51,82.5,58.68,28.9,92.46,58.18,13.17,49.31,66.4,medium,1,8.54,4,0.0,10.86,4.55,6.66,9.48,8.8,8.03,1.0
P0195,10,letter_pattern,5,very_common,1,7.42,"countries, vehicles, body_parts",2025-03-23 17:43:37.991491,17,3,64,54,85.0,98.35,57.46,140.83,96.77,19.26,83.15,113.61,hard,3,19.29,10,0.0,5.51,2.82,7.44,7.03,6.99,2.82,2.5
P0196,4,antonym_groups,6,uncommon,6,9.21,"emotions, clothing, animals",2025-04-10 09:41:37.992501,9,1,50,35,70.0,108.74,69.64,162.08,103.34,23.08,91.51,125.33,hard,4,16.54,6,0.0,1.53,2.23,9.05,1.16,4.81,4.12,1.47
P0197,10,contains_substring,4,very_rare,10,7.08,"elements, body_parts, fruits",2025-03-27 19:23:37.993344,19,0,70,45,65.0,148.14,102.24,220.98,148.5,25.05,128.65,164.5,hard,1,17.88,18,0.0,9.19,4.43,6.27,3.65,6.67,5.81,1.0
P0198,9,contains_substring,4,rare,8,8.35,"vehicles, foods, furniture",2025-03-19 17:28:37.994403,17,1,45,31,70.0,125.7,81.86,181.11,124.59,23.02,109.65,140.0,hard,1,8.14,14,0.0,6.52,4.52,6.43,8.1,6.9,10.16,1.0
P0199,8,contains_substring,4,uncommon,6,2.47,"animals, body_parts, countries",2025-04-01 04:45:37.995209,4,3,30,22,75.0,92.76,49.53,133.68,92.43,21.41,81.13,107.41,hard,1,17.47,22,0.0,8.92,8.45,2.67,4.58,5.89,9.94,1.0
P0200,9,antonym_groups,6,uncommon,6,8.33,"sports, vehicles, weather",2025-03-16 16:12:37.995877,16,1,53,37,70.0,138.51,70.68,203.41,137.03,28.37,121.82,156.11,hard,2,7.97,25,0.0,4.24,5.96,4.81,5.92,5.3,2.57,1.87
P0201,6,syllable_count,4,somewhat_common,4,6.06,"weather, animals, emotions",2025-04-03 09:54:37.996778,9,1,76,60,80.0,90.43,47.52,156.5,89.7,18.98,82.02,101.81,hard,1,5.95,10,0.0,6.68,6.4,4.1,1.75,5.18,2.44,1.0
